id,en,fr,es
pro-portal.onboarding_areaLabel,Area / borough,Secteur ou arrondissement,
pro-portal.onboarding_areaPh,"e.g. Le Plateau, Montréal","p. ex. Le Plateau, Montréal",
pro-portal.onboarding_msgLabel,Anything you'd like us to know? *,Quelque chose à nous faire savoir? *,
pro-portal.onboarding_msgPh,"Team size, waitlist situation, what you'd want from UniqueApex…","Taille de l'équipe, situation de la liste d'attente, ce que vous attendriez d'UniqueApex…",
pro-portal.onboarding_sendBtn,Send my request,Envoyer ma demande,
pro-portal.onboarding_sending,Sending…,Envoi…,
pro-portal.onboarding_privacyA,We only use this to contact you about onboarding — see the ,Nous l'utilisons uniquement pour vous contacter au sujet de l'intégration — consultez la ,
pro-portal.onboarding_privacyLink,privacy policy,politique de confidentialité,
pro-portal.onboarding_privacyB,.,.,
pro-portal.onboarding_errRequired,"Please fill the required fields (clinic, your name, a valid email, and your message).","Veuillez remplir les champs obligatoires (clinique, votre nom, un courriel valide et votre message).",
pro-portal.onboarding_errServices,Tick at least one service you offer.,Cochez au moins un service que vous offrez.,
pro-portal.onboarding_errSend,"Couldn't send — please try again, or email contact@uniqueapex.com directly.","Envoi impossible — réessayez, ou écrivez directement à contact@uniqueapex.com.",
pro-portal.onboarding_doneHeading,Request received,Demande reçue,
pro-portal.onboarding_doneA,"Thank you — we read every request personally and reply within a few days. In the meantime, feel free to explore the ","Merci — nous lisons chaque demande personnellement et répondons en quelques jours. Entre-temps, explorez librement l'",
pro-portal.onboarding_doneLink,portal preview,aperçu du portail,
pro-portal.onboarding_doneB,.,.,
pro-portal.onboarding_backHome,Back to uniqueapex.com,Retour à uniqueapex.com,
pro-portal.dash_kToday,sessions today,séances aujourd'hui,
pro-portal.dash_kWeek,sessions this week,séances cette semaine,
pro-portal.dash_kReq,booking requests,demandes de rendez-vous,
pro-portal.dash_kQ,questions waiting,questions en attente,
pro-portal.dash_kDocs,new documents,nouveaux documents,
pro-portal.dash_today,Today,Aujourd'hui,
pro-portal.dash_todayNote,Sessions come from your Schedule — families will book the open slots directly once booking launches in the family portal.,Les séances proviennent de votre horaire — les familles réserveront directement les plages libres dès le lancement de la réservation dans le portail familial.,
pro-portal.dash_reqs,Booking requests,Demandes de rendez-vous,
pro-portal.dash_reqsSub,accept or decline — the family is notified either way,acceptez ou refusez — la famille est avisée dans les deux cas,
pro-portal.dash_attn,Needs your attention,À votre attention,
pro-portal.dash_confirmed,confirmed,confirmée,
pro-portal.dash_accept,Accept,Accepter,
pro-portal.dash_decline,Decline,Refuser,
pro-portal.dash_reqEmpty,No pending requests — new ones appear here the moment a family asks.,Aucune demande en attente — les nouvelles apparaissent ici dès qu'une famille en fait la demande.,
pro-portal.dash_accepted,{name}'s request accepted ✓ — added to your schedule (preview),Demande {of}{name} acceptée ✓ — ajoutée à votre horaire (aperçu),
pro-portal.dash_declined,{name}'s request declined — the family was notified (preview),Demande {of}{name} refusée — la famille a été avisée (aperçu),
pro-portal.dash_sessSpeech,Speech session · 45 min,Séance d'orthophonie · 45 min,
pro-portal.dash_sessCheckin,Parent check-in · 30 min,Bilan avec le parent · 30 min,
pro-portal.dash_sessAssess,Assessment · 60 min,Évaluation · 60 min,
pro-portal.dash_reqZoe,Tue 10:00 or Thu 9:00 · initial consultation,Mar 10:00 ou Jeu 9:00 · consultation initiale,
pro-portal.dash_reqZoeNote,Referred through UniqueApex matching,Référée via le jumelage UniqueApex,
pro-portal.dash_reqAdam,Any weekday after 15:30,N'importe quel jour de semaine après 15:30,
pro-portal.dash_reqAdamNote,Sibling of an existing client,Frère ou sœur d'un client actuel,
pro-portal.dash_attnQ,2 family questions are waiting for an answer,2 questions de familles attendent une réponse,
pro-portal.dash_attnQPill,reply,répondre,
pro-portal.dash_attnDoc,Liam's parents sent a new evaluation report,Les parents de Liam ont envoyé un nouveau rapport d'évaluation,
pro-portal.dash_attnDocPill,review,réviser,
pro-portal.dash_attnProfile,Your public profile is 80% complete — add fees to finish,Votre profil public est complété à 80 % — ajoutez vos tarifs pour terminer,
pro-portal.dash_attnProfilePill,finish,terminer,
providers-sub.apps_title,The Outreach Kit,La trousse de démarches,
providers-sub.apps_ribSub,"Reaching out is the hardest part — so we wrote it for you, from the passport.","Faire le premier pas est le plus difficile — alors nous l'avons rédigé pour vous, à partir du passeport.",
providers-sub.apps_ribSubNamed,"Reaching out is the hardest part — so we wrote it for you, from {name}'s passport.","Faire le premier pas est le plus difficile — alors nous l'avons rédigé pour vous, à partir du passeport {of}{name}.",
providers-sub.apps_ourChild,our child,notre enfant,
providers-sub.apps_templatesReady,templates ready,modèles prêts,
providers-sub.apps_topNeedInside,top need inside,besoin principal inclus,
providers-sub.apps_parentFallback,…,…,
providers-sub.apps_clinicFallback,clinic,clinique,
providers-sub.apps_sentBatchesTitle,Sent batches,Démarches envoyées,
providers-sub.apps_sentBatchesSub,"Every batch we sent on your behalf — date, clinics, status. Replies go straight to your inbox.","Chaque démarche envoyée en votre nom — date, cliniques, statut. Les réponses arrivent directement dans votre boîte de réception.",
providers-sub.apps_sendBatch,Send a batch,Envoyer une démarche,
providers-sub.apps_checking,Checking…,Vérification…,
providers-sub.apps_sentToClinics1,sent to {n} clinic,envoyée à {n} clinique,
providers-sub.apps_sentToClinicsN,sent to {n} clinics,envoyée à {n} cliniques,
providers-sub.apps_historyUnavailable,Outreach history appears once the outreach setup is deployed.,L'historique des démarches apparaîtra une fois l'envoi configuré et déployé.,
providers-sub.apps_noBatches1,No batches yet. Go to,Aucune démarche pour l'instant. Allez dans,
providers-sub.apps_noBatchesLink,Matches,Jumelages,
providers-sub.apps_noBatches2,", pick a service, choose your clinics and approve the email — every send is logged here with its date and clinics.",", choisissez un service, sélectionnez vos cliniques et approuvez le courriel — chaque envoi est consigné ici avec sa date et ses cliniques.",
providers-sub.apps_svcNice.slp,Speech-language therapy,Orthophonie,
providers-sub.apps_svcNice.ot,Occupational therapy,Ergothérapie,
providers-sub.apps_svcNice.aba,Behaviour support,Psychoéducation / ABA,
providers-sub.apps_svcNice.psych,Psychology,Psychologie,
providers-sub.apps_svcNice.social,Social skills groups,Habiletés sociales,
providers-sub.apps_status.sent,sent,envoyée,
providers-sub.apps_status.partial,partial,partielle,
providers-sub.apps_status.failed,failed,échouée,
providers-sub.apps_status.queued,queued,en attente,
providers-sub.apps_firstEmailTitle,The first email,Le premier courriel,
providers-sub.apps_firstEmailSub,Personalized from the passport — edit anything before sending.,Personnalisé à partir du passeport — modifiez ce que vous voulez avant l'envoi.,
providers-sub.apps_copyEmail,Copy email,Copier le courriel,
providers-sub.apps_buildingEmail,Building your email…,Préparation de votre courriel…,
providers-sub.apps_emailCopied,Email copied — paste it anywhere ✓,Courriel copié — collez-le où vous voulez ✓,
providers-sub.apps_phoneTitle,The phone script,Le script téléphonique,
providers-sub.apps_phoneSub,For the clinics that only answer the phone.,Pour les cliniques qui ne répondent qu'au téléphone.,
providers-sub.apps_copyShort,Copy,Copier,
providers-sub.apps_phoneCopied,Phone script copied ✓,Script téléphonique copié ✓,
providers-sub.apps_attachTitle,Attach these,À joindre,
providers-sub.apps_attachSub,What providers actually want on first contact.,Ce que les professionnels veulent vraiment au premier contact.,
providers-sub.apps_attach1b,The Family Passport PDF,Le PDF du Passeport familial,
providers-sub.apps_attach1, — export it from the Overview; it answers 90% of intake questions. , — exportez-le depuis l'Aperçu; il répond à 90 % des questions d'accueil. ,
providers-sub.apps_attach1link,Export →,Exporter →,
providers-sub.apps_attach2b,The latest evaluation report,Le dernier rapport d'évaluation,
providers-sub.apps_attach2,", if you have one. ",", si vous en avez un. ",
providers-sub.apps_attach2link,Open the vault →,Ouvrir le coffre →,
providers-sub.apps_attach3b,Your availability,Vos disponibilités,
providers-sub.apps_attach3, — two or three time windows makes scheduling twice as fast., — deux ou trois plages horaires rendent la planification deux fois plus rapide.,
providers-sub.apps_noteB,Application tracking is coming with the provider directory.,Le suivi des démarches arrive avec le répertoire des professionnels.,
providers-sub.apps_note1,"Until then, log every call and reply in","En attendant, consignez chaque appel et réponse dans",
providers-sub.apps_noteLink,Notes,Notes,
providers-sub.apps_note2, — future you will be grateful., — vous vous remercierez plus tard.,
providers-sub.apps_subjAge,{age}-year-old,{age} ans,
providers-sub.apps_subjYoung,young child,jeune enfant,
providers-sub.apps_childAged,{age}-year-old child,enfant de {age} ans,
providers-sub.apps_childPlain,child,enfant,
providers-sub.apps_needJoin, and , et ,
providers-sub.apps_needFallback,development,développement,
providers-sub.apps_needNice.Communication,communication,communication,
providers-sub.apps_needNice.Social Connection,social connection,interactions sociales,
providers-sub.apps_needNice.Sensory Processing,sensory regulation,régulation sensorielle,
providers-sub.apps_needNice.Flexibility & Transitions,transitions and flexibility,transitions et flexibilité,
providers-sub.apps_needNice.Emotional Regulation,emotional regulation,régulation émotionnelle,
providers-sub.apps_needNice.Executive Function,attention and organization,attention et organisation,
providers-sub.apps_needNice.Daily Living Skills,daily-living independence,autonomie au quotidien,
providers-sub.apps_needNice.Learning & Play,learning and play,apprentissage et jeu,
providers-sub.apps_emailBody,"Subject: New client inquiry — {first}, {subj}

Hello,

My name is {parent} and I'm reaching out about services for my {child}, {first}{dx}. We're based in Montréal and looking for support with {need}.

Could you tell me:
• whether you're currently accepting new clients (or the waitlist length),
• your availability and rates,
• and what you'd need from us for an intake.

I can share a one-page family profile with {first}'s strengths, needs and history right away — it answers most intake questions.

Thank you so much,
{parent}","Objet : Nouvelle demande de client — {first}, {subj}

Bonjour,

Je m'appelle {parent} et je vous écris au sujet de services pour mon {child}, {first}{dx}. Nous sommes à Montréal et nous cherchons du soutien en {need}.

Pourriez-vous me dire :
• si vous acceptez de nouveaux clients en ce moment (ou la longueur de la liste d'attente),
• vos disponibilités et vos tarifs,
• et ce dont vous auriez besoin de notre part pour ouvrir un dossier.

Je peux vous envoyer tout de suite un profil familial d'une page avec les forces, les besoins et l'historique {of}{first} — il répond à la plupart des questions d'accueil.

Merci beaucoup,
{parent}",
providers-sub.apps_phoneBody,"Hi, my name is {parent} — I'm calling about services for my {child}, {first}.

1. ""Are you accepting new clients, or is there a waitlist I can join today?""
2. ""What does intake look like, and what should I send ahead of time?""
3. ""Is there a cancellation list we could be on?""
4. Before hanging up: get a NAME and a DATE (""Who should I follow up with, and when?"").","Bonjour, je m'appelle {parent} — j'appelle au sujet de services pour mon {child}, {first}.

1. « Acceptez-vous de nouveaux clients, ou y a-t-il une liste d'attente à laquelle je peux m'inscrire aujourd'hui? »
2. « Comment se déroule l'accueil, et que dois-je envoyer à l'avance? »
3. « Y a-t-il une liste d'annulation où nous pourrions être inscrits? »
4. Avant de raccrocher : obtenez un NOM et une DATE (« Avec qui devrais-je faire le suivi, et quand? »).",
providers-sub.notes_title,The Call Log,Le journal d'appels,
providers-sub.notes_sub,“They said they'd call back Tuesday…” — never lose track of a conversation again.,« Ils ont dit qu'ils rappelleraient mardi… » — ne perdez plus jamais le fil d'une conversation.,
providers-sub.notes_phWho,"Who (clinic, person) *","Qui (clinique, personne) *",
providers-sub.notes_phText,What was said / next step *,Ce qui a été dit / prochaine étape *,
providers-sub.notes_hint,Saved on this device for now — syncing comes with the directory.,Enregistré sur cet appareil pour l'instant — la synchronisation arrivera avec le répertoire.,
providers-sub.notes_copyLog,Copy the log,Copier le journal,
providers-sub.notes_logIt,Log it,Consigner,
providers-sub.notes_entry1,entry,entrée,
providers-sub.notes_entryN,entries,entrées,
providers-sub.notes_empty,"<b>Nothing logged yet.</b> After the next call, write one line — who you spoke to and what happens next. Three entries in, this page becomes your secret weapon.","<b>Rien de consigné pour l'instant.</b> Après le prochain appel, écrivez une ligne — à qui vous avez parlé et ce qui suit. Après trois entrées, cette page devient votre arme secrète.",
providers-sub.notes_deleteAria,Delete note,Supprimer la note,
providers-sub.notes_confirmDelete,Delete this entry?,Supprimer cette entrée?,
providers-sub.notes_logged,Logged ✓ — future you says thanks,Consigné ✓ — le vous du futur vous remercie,
providers-sub.notes_copied,Call log copied ✓,Journal d'appels copié ✓,
providers-sub.contacts_title,The Care Team Book,Le carnet de l'équipe de soins,
providers-sub.contacts_sub,"Every therapist, clinic and coordinator in one place — one tap to call or write.","Chaque thérapeute, clinique et coordonnateur au même endroit — un toucher pour appeler ou écrire.",
providers-sub.contacts_phName,Name *,Nom *,
providers-sub.contacts_phRole,"Role (SLP, OT, pediatrician…)","Rôle (ortho, ergo, pédiatre…)",
providers-sub.contacts_phOrg,Clinic / organization,Clinique / organisme,
providers-sub.contacts_phPhone,Phone,Téléphone,
providers-sub.contacts_phEmail,Email,Courriel,
providers-sub.contacts_phNote,"Note (waitlist, hours…)","Note (liste d'attente, heures…)",
providers-sub.contacts_hint,Saved on this device for now — syncing comes with the directory.,Enregistré sur cet appareil pour l'instant — la synchronisation arrivera avec le répertoire.,
providers-sub.contacts_addContact,Add contact,Ajouter un contact,
providers-sub.contacts_word1,contact,contact,
providers-sub.contacts_wordN,contacts,contacts,
providers-sub.contacts_empty,"<b>No contacts yet.</b> Add the pediatrician, the CLSC social worker, the clinic front desk — every number you've ever scribbled on a receipt, finally in one place.","<b>Aucun contact pour l'instant.</b> Ajoutez le pédiatre, la travailleuse sociale du CLSC, la réception de la clinique — chaque numéro griffonné sur un reçu, enfin au même endroit.",
providers-sub.contacts_call,Call,Appeler,
providers-sub.contacts_email,Email,Courriel,
providers-sub.contacts_deleteAria,Delete contact,Supprimer le contact,
providers-sub.contacts_confirmRemove,Remove this contact?,Retirer ce contact?,
providers-sub.contacts_added,{name} added to the care team ✓,{name} ajouté à l'équipe de soins ✓,
providers-sub.waitlists_title,Waitlists,Listes d'attente,
providers-sub.waitlists_titleNamed,{name}'s Waitlists,Listes d'attente {of}{name},
providers-sub.waitlists_sub,A spot costs nothing to hold — and you can always decline. Here's where you stand.,Retenir une place ne coûte rien — et vous pouvez toujours refuser. Voici où vous en êtes.,
providers-sub.waitlists_checking,Checking your waitlists…,Vérification de vos listes d'attente…,
providers-sub.waitlists_signup1,signup,inscription,
providers-sub.waitlists_signupN,signups,inscriptions,
providers-sub.waitlists_matchedLabel,matched,jumelés,
providers-sub.waitlists_svc.service_slp,Speech therapy,Orthophonie,
providers-sub.waitlists_svc.service_ot,Occupational therapy,Ergothérapie,
providers-sub.waitlists_svc.service_aba,Behaviour / ABA,Comportement / ABA,
providers-sub.waitlists_svc.service_other,Other services,Autres services,
providers-sub.waitlists_general,General,Général,
providers-sub.waitlists_status.New,New,Nouveau,
providers-sub.waitlists_status.Contacted,Contacted,Contacté,
providers-sub.waitlists_status.Matched,Matched,Jumelé,
providers-sub.waitlists_status.Waitlisted,Waitlisted,Sur liste,
providers-sub.waitlists_status.Closed,Closed,Fermé,
providers-sub.waitlists_empty,"<b>No waitlist signups yet.</b> Québec waitlists run long — joining early is the single highest-leverage move. Two minutes, and your place is held with today's date.","<b>Aucune inscription pour l'instant.</b> Les listes d'attente au Québec sont longues — s'inscrire tôt est le geste le plus payant. Deux minutes, et votre place est retenue à la date d'aujourd'hui.",
providers-sub.waitlists_joinCta,Join the waitlist,S'inscrire à la liste,
providers-sub.waitlists_coordName,Coordination waitlist,Liste d'attente de coordination,
providers-sub.waitlists_placeHeld,Place held since {date},Place retenue depuis le {date},
providers-sub.waitlists_howTitle,How it works,Comment ça marche,
providers-sub.waitlists_step1b,You join once.,Vous vous inscrivez une seule fois.,
providers-sub.waitlists_step1,We keep your place and your child's needs on file — no re-explaining.,Nous gardons votre place et les besoins de votre enfant au dossier — sans tout réexpliquer.,
providers-sub.waitlists_step2b,We watch the lists.,Nous surveillons les listes.,
providers-sub.waitlists_step2,"When the directory opens in Montréal, your signup carries over with its original date.","Quand le répertoire ouvrira à Montréal, votre inscription sera reportée avec sa date d'origine.",
providers-sub.waitlists_step3b,You get first call.,Vous êtes appelé en premier.,
providers-sub.waitlists_step3,A matching spot opens → you hear about it before it's public.,Une place correspondante se libère → vous l'apprenez avant que ce soit public.,
providers.findProviders,Find Providers,Trouver des professionnels,
providers.findProvidersFor,Find Providers for {name},Trouver des professionnels pour {name},
providers.ribSub,"Tell us what you need — we match you with the 5 closest clinics, you approve the email, we send it.","Dites-nous ce qu'il vous faut — nous vous jumelons aux 5 cliniques les plus proches, vous approuvez le courriel, nous l'envoyons.",
providers.statBatches,batches sent,démarches envoyées,
providers.waitlist1,waitlist,liste d'attente,
providers.waitlistN,waitlists,listes d'attente,
providers.gateText,Fill in the passport first — matching starts from your child's needs and your address.,Remplissez d'abord le passeport — le jumelage part des besoins de votre enfant et de votre adresse.,
providers.gateCta,Start the passport →,Commencer le passeport →,
providers.ourChild,our child,notre enfant,
providers.crumb1,Your search,Votre recherche,
providers.crumb2,Your matches,Vos jumelages,
providers.crumb3,Review & send,Réviser et envoyer,
providers.selectService,Select a service below,Choisissez un service ci-dessous,
providers.howFar,How far would you travel?,Jusqu'où pourriez-vous vous déplacer?,
providers.phPostal,H2V 2K3,H2V 2K3,
providers.kmVal,{km} km,{km} km,
providers.findMatches,✦ Find matches,✦ Lancer le jumelage,
providers.pickService,Pick a service to start matching.,Choisissez un service pour lancer le jumelage.,
providers.stillView,You can still view your matches.,Vous pouvez quand même consulter vos jumelages.,
providers.needPostal,Add a valid postal code so we can match by distance.,Ajoutez un code postal valide pour que nous puissions jumeler par distance.,
providers.postalUnknown,That postal code isn't in our map yet — matches will show without distances until it is.,Ce code postal n'est pas encore dans notre carte — les jumelages s'afficheront sans distance en attendant.,
providers.postalSaved,Postal code saved to {name}'s passport ✓,Code postal enregistré dans le passeport {of}{name} ✓,
providers.svcs.slp.name,Speech-language therapy,Orthophonie,
providers.svcs.slp.sub,Orthophonie,Speech-language therapy,
providers.svcs.slp.cat,speech-language therapy,orthophonie,
providers.svcs.slp.seek,speech-language therapy,de l'orthophonie,
providers.svcs.slp.subj,speech-language therapy,d'orthophonie,
providers.svcs.ot.name,Occupational therapy,Ergothérapie,
providers.svcs.ot.sub,Ergothérapie,Occupational therapy,
providers.svcs.ot.cat,occupational therapy,ergothérapie,
providers.svcs.ot.seek,occupational therapy,de l'ergothérapie,
providers.svcs.ot.subj,occupational therapy,d'ergothérapie,
providers.svcs.aba.name,Behaviour support,Psychoéducation / ABA,
providers.svcs.aba.sub,Psychoéducation / ABA,Behaviour support,
providers.svcs.aba.cat,behaviour support,psychoéducation / ABA,
providers.svcs.aba.seek,behaviour support,de la psychoéducation / ABA,
providers.svcs.aba.subj,behaviour support,de psychoéducation / ABA,
providers.svcs.psych.name,Child psychologist,Psychologue,
providers.svcs.psych.sub,Psychologue,Child psychologist,
providers.svcs.psych.cat,child psychologist,psychologue,
providers.svcs.psych.seek,a child psychologist,un psychologue,
providers.svcs.psych.subj,child psychologist,d'un psychologue,
providers.svcs.social.name,Social skills groups,Habiletés sociales,
providers.svcs.social.sub,Habiletés sociales,Social skills groups,
providers.svcs.social.cat,social skills groups,habiletés sociales,
providers.svcs.social.seek,social skills groups,un groupe d'habiletés sociales,
providers.svcs.social.subj,social skills groups,de groupes d'habiletés sociales,
providers.servicesFallback,services,services,
providers.noDxYet,No diagnosis on file yet,Aucun diagnostic au dossier pour l'instant,
providers.flaggedOnWheel,{domain} flagged on the wheel,{domain} ressort sur la roue,
providers.quotaFreeIncluded,Free plan: one included batch for this service.,Forfait gratuit : une démarche incluse pour ce service.,
providers.quotaFreeUsed,Free batch for this service used {date} — upgrade for monthly rounds.,Démarche gratuite pour ce service utilisée le {date} — passez à un forfait pour des envois mensuels.,
providers.quotaNext1,Next batch for this service unlocks in {n} day.,La prochaine démarche pour ce service se débloque dans {n} jour.,
providers.quotaNextN,Next batch for this service unlocks in {n} days.,La prochaine démarche pour ce service se débloque dans {n} jours.,
providers.s1Searching,Searching the clinic directory…,Recherche dans le répertoire des cliniques…,
providers.s2Measuring,Measuring distances from home…,Calcul des distances depuis la maison…,
providers.s3Protection,Applying the 90-day protection…,Application de la protection de 90 jours…,
providers.yourMatches,Your matches,Vos jumelages,
providers.clinicsWithin1,{n} clinic within {km} km · {svc},{n} clinique dans un rayon de {km} km · {svc},
providers.clinicsWithinN,{n} clinics within {km} km · {svc},{n} cliniques dans un rayon de {km} km · {svc},
providers.clinicsFound1,{n} clinic found · {svc},{n} clinique trouvée · {svc},
providers.clinicsFoundN,{n} clinics found · {svc},{n} cliniques trouvées · {svc},
providers.noMatchesWithin,No matches within {km} km,Aucun jumelage dans un rayon de {km} km,
providers.noMatchesYet,No matches yet,Aucun jumelage pour l'instant,
providers.resSub,nearest first · the closest {n} are preselected — swap any you like,triées par distance · les {n} plus proches sont présélectionnées — remplacez celles que vous voulez,
providers.tryWider,Try a wider distance — the directory is still growing.,Essayez une plus grande distance — le répertoire s'agrandit encore.,
providers.noneYet,No contactable clinics for this service yet — the directory is filling.,Aucune clinique joignable pour ce service pour l'instant — le répertoire se remplit.,
providers.protectedNear1,{n} nearby clinic was contacted for {name} in the last 90 days — they're excluded to protect the relationship.,{n} clinique à proximité a été contactée pour {name} au cours des 90 derniers jours — elle est exclue pour préserver le lien.,
providers.protectedNearN,{n} nearby clinics were contacted for {name} in the last 90 days — they're excluded to protect the relationship.,{n} cliniques à proximité ont été contactées pour {name} au cours des 90 derniers jours — elles sont exclues pour préserver le lien.,
providers.distNA,distance n/a,distance inconnue,
providers.mnoteMain,You can contact up to {n} clinics per batch — tick and untick to build your five.,Vous pouvez contacter jusqu'à {n} cliniques par démarche — cochez et décochez pour composer vos cinq.,
providers.mnoteNearest15,Showing the nearest 15 — pick a radius to browse your area.,Les 15 plus proches sont affichées — choisissez un rayon pour explorer votre secteur.,
providers.mnoteMatched,Matched by distance today ✦ acceptance & waitlist data refine this as clinics join.,Jumelage par distance pour l'instant ✦ les données d'acceptation et de listes d'attente l'affineront à mesure que les cliniques s'ajoutent.,
providers.protected1,{n} clinic contacted in the last 90 days is excluded — providers stay protected from repeat emails.,{n} clinique contactée au cours des 90 derniers jours est exclue — les professionnels restent protégés des courriels répétés.,
providers.protectedN,{n} clinics contacted in the last 90 days are excluded — providers stay protected from repeat emails.,{n} cliniques contactées au cours des 90 derniers jours sont exclues — les professionnels restent protégés des courriels répétés.,
providers.capMax,✋ Five clinics max per batch — untick one to swap this one in.,✋ Cinq cliniques maximum par démarche — décochez-en une pour ajouter celle-ci.,
providers.adjustSearch,← Adjust search,← Ajuster la recherche,
providers.reviewEmailBtn,Review the email →,Réviser le courriel →,
providers.selectFirst,Select at least one clinic first.,Sélectionnez d'abord au moins une clinique.,
providers.mapHint,Tap a pin for the clinic's details and directions ✦ the gold star is home.,"Touchez une épingle pour voir les détails de la clinique et l'itinéraire ✦ l'étoile dorée, c'est la maison.",
providers.under1,under 1,moins de 1,
providers.kmFromHome,{d} km from home,{d} km de la maison,
providers.website,Website ↗,Site Web ↗,
providers.openGmaps,Open in Google Maps ↗,Ouvrir dans Google Maps ↗,
providers.homeApprox,Home (approximate),Maison (position approximative),
providers.homeTitle,Home ✦,Maison ✦,
providers.homeNote,Approximate — postal-code area. Never shared with providers.,Approximatif — secteur du code postal. Jamais partagé avec les professionnels.,
providers.mapNoKey,"🗺 The map needs its Google Maps key.<br>Open <b>GOOGLE_MAPS_SETUP.md</b> in the project folder for the 10-minute setup, then paste the key into providers.astro.","🗺 La carte a besoin de sa clé Google Maps.<br>Ouvrez <b>GOOGLE_MAPS_SETUP.md</b> dans le dossier du projet pour la configuration de 10 minutes, puis collez la clé dans providers.astro.",
providers.mapFail,The map couldn't load — check your connection (your matches above still work).,La carte n'a pas pu se charger — vérifiez votre connexion (vos jumelages ci-dessus fonctionnent quand même).,
providers.reviewEmailTitle,Review the email,Réviser le courriel,
providers.sendingTo,Sending to,Envoi à,
providers.clinics1,{n} clinic,{n} clinique,
providers.clinicsN,{n} clinics,{n} cliniques,
providers.oneEmailEach,one personalized email each,un courriel personnalisé par clinique,
providers.subjectLabel,Subject:,Objet :,
providers.emailSubject,Family seeking {svc} — {name}{age} (Montréal),Famille à la recherche {svc} — {name}{age} (Montréal),
providers.subjAge,", {age} y/o",", {age} ans",
providers.setAuto,· set automatically,· défini automatiquement,
providers.childAged,{age}-year-old child,enfant de {age} ans,
providers.childPlain,child,enfant,
providers.travelUpTo, and can travel up to {km} km, et nous pouvons nous déplacer jusqu'à {km} km,
providers.emailBody,"My name is {parent}, and I'm looking for {svc} for my {child}, {name}{dx}. We're in Montréal{travel}.

A few questions to help us get started:
• Are you currently accepting new clients — or is there a waitlist we could join?
• What does your availability look like (days and times), and what are your rates?
• What would you need from us to book an intake?

Warm thanks,
{parent2}","Je m'appelle {parent} et je cherche {svc} pour mon {child}, {name}{dx}. Nous sommes à Montréal{travel}.

Quelques questions pour bien commencer :
• Acceptez-vous de nouveaux clients en ce moment — ou y a-t-il une liste d'attente à laquelle nous pourrions nous inscrire?
• Quelles sont vos disponibilités (jours et heures) et quels sont vos tarifs?
• De quoi auriez-vous besoin de notre part pour ouvrir un dossier?

Merci beaucoup,
{parent2}",
providers.footPeek,"Added automatically: a personal ""Hello"" with each clinic's name on top · a short UniqueApex footer with the 90-day no-repeat promise · Reply-To set to your email, so answers land in your inbox.","Ajouté automatiquement : un « Bonjour » personnalisé avec le nom de chaque clinique en tête · un court pied de page UniqueApex avec la promesse de 90 jours sans courriel répété · une adresse de réponse (Reply-To) réglée à votre courriel, pour que les réponses arrivent dans votre boîte de réception.",
providers.consentText,"I am this child's parent or legal guardian, and I consent to sharing their first name, age and diagnosis with the clinics selected above so they can respond about services.","Je suis le parent ou le tuteur légal de cet enfant et je consens à partager son prénom, son âge et son diagnostic avec les cliniques sélectionnées ci-dessus afin qu'elles puissent nous répondre au sujet des services.",
providers.privacyPolicy,Privacy policy,Politique de confidentialité,
providers.backToMatches,← Back to matches,← Retour aux jumelages,
providers.sendBtn,✦ Send,✦ Envoyer,
providers.sending,Sending…,Envoi…,
providers.selectOne,Go back and select at least one clinic.,Revenez en arrière et sélectionnez au moins une clinique.,
providers.tickConsent,Tick the consent box to enable sending.,Cochez la case de consentement pour activer l'envoi.,
providers.quotaReady,One personalized email per clinic · replies come straight to you.,Un courriel personnalisé par clinique · les réponses vous arrivent directement.,
providers.upsellTitle,That was the free batch ✦,C'était la démarche gratuite ✦,
providers.upsellMsg,Monthly plans send a fresh batch per service every 30 days — and the concierge follows up for you.,Les forfaits mensuels envoient une nouvelle démarche par service tous les 30 jours — et le concierge fait les suivis pour vous.,
providers.upsellCta,See the plans,Voir les forfaits,
providers.confirmSend1,Send your email about {name} to the {n} selected clinic? Replies go straight to your inbox.,Envoyer votre courriel au sujet {of}{name} à la clinique sélectionnée? Les réponses arrivent directement dans votre boîte de réception.,
providers.confirmSendN,Send your email about {name} to the {n} selected clinics? Replies go straight to your inbox.,Envoyer votre courriel au sujet {of}{name} aux {n} cliniques sélectionnées? Les réponses arrivent directement dans votre boîte de réception.,
providers.sentTo1,Sent to {n} clinic,Envoyé à {n} clinique,
providers.sentToN,Sent to {n} clinics,Envoyé à {n} cliniques,
providers.sentNote,Replies land straight in your inbox. Clinics move fastest when you answer within a day — and the Family Passport PDF covers most intake questions.,Les réponses arrivent directement dans votre boîte de réception. Les cliniques avancent plus vite quand vous répondez en moins d'une journée — et le PDF du Passeport familial couvre la plupart des questions d'accueil.,
providers.sentLogged,Logged {date} in Providers → Applications · these clinics are now protected from repeat emails for 90 days.,Consigné le {date} dans Professionnels → Démarches · ces cliniques sont maintenant protégées des courriels répétés pendant 90 jours.,
providers.newSearch,Start a new search,Nouvelle recherche,
providers.sentToast,Sent ✦ replies go straight to your inbox.,Envoyé ✦ les réponses arrivent directement dans votre boîte de réception.,
providers.err402,The free plan includes one batch per service type.,Le forfait gratuit comprend une démarche par type de service.,
providers.errBusy,Those clinics can't be contacted right now.,Ces cliniques ne peuvent pas être contactées pour le moment.,
